AGE,HEIGHT_CM,WEIGHT_KG,SKILL_DRIBBLING,ATTACKING_CROSSING,ATTACKING_FINISHING,MOVEMENT_ACCELERATION,MOVEMENT_SPRINT_SPEED,POWER_SHOT_POWER,MENTALITY_AGGRESSION,DEFENDING_MARKING,DEFENDING_STANDING_TACKLE,GOALKEEPING_DIVING,GOALKEEPING_HANDLING,OVERALL,POTENTIAL
22,169,69,80,72,60,85,75,65,41,29,34,16,12,72,78
27,187,75,80,72,75,66,77,64,60,61,55,13,8,74,74
24,164,52,73,65,61,68,67,68,44,31,35,13,12,70,75
26,170,70,73,74,55,76,78,74,81,70,74,15,12,75,77
27,177,75,73,71,51,77,71,55,53,80,72,11,10,74,74
31,176,69,77,78,34,77,75,71,79,76,78,13,7,78,78
29,170,77,60,66,45,68,60,75,80,71,75,15,6,74,74
27,174,70,76,77,67,73,70,68,68,69,71,13,14,77,78
34,187,87,35,46,38,40,32,48,77,73,72,11,10,73,73
25,182,70,73,75,47,78,79,68,79,77,81,12,6,80,84
31,179,67,75,67,72,64,54,79,36,41,31,8,16,72,72
20,176,70,74,72,76,73,70,74,51,65,54,7,10,76,86
32,190,85,67,32,71,65,64,76,72,28,21,8,9,71,71
28,189,88,77,44,87,70,72,86,72,52,24,9,9,82,82
27,179,74,82,84,70,73,68,73,62,35,26,13,7,82,83
35,192,85,70,66,83,43,50,79,63,32,53,1,1,78,78
24,170,64,77,68,64,66,63,62,57,69,76,10,7,79,85
26,174,66,71,64,73,76,73,72,80,31,31,13,10,73,76
32,180,78,68,69,37,72,75,70,78,80,78,2,3,78,78
23,175,68,80,69,62,76,74,67,48,43,41,11,6,77,85
23,171,61,75,67,58,73,69,67,68,62,64,6,10,74,82
26,178,83,75,76,63,92,89,77,33,30,25,15,12,71,72
25,185,70,76,76,49,67,74,63,79,74,77,13,6,76,79
27,182,81,76,86,28,76,78,66,78,72,79,10,11,80,81
33,185,73,75,52,77,69,67,77,68,35,36,8,6,78,78
21,195,94,77,65,34,71,76,75,72,75,77,14,9,79,87
29,172,66,74,70,62,74,74,70,65,68,63,16,15,73,73
25,174,76,71,67,61,78,77,70,63,66,74,13,14,73,77
26,182,74,38,33,37,65,67,51,71,65,72,12,11,71,74
33,188,80,70,66,71,61,66,79,72,30,26,13,11,72,72
23,181,75,73,66,71,87,91,79,83,61,65,6,12,73,81
35,188,79,15,12,14,44,46,53,33,15,13,70,66,70,70
27,170,61,67,70,48,87,85,68,64,68,67,13,15,72,73
24,178,65,78,69,74,78,76,75,48,43,41,9,9,75,78
33,190,82,53,26,75,52,69,76,66,22,14,11,9,72,72
32,176,77,71,71,68,77,73,73,84,64,72,12,13,71,71
26,180,79,80,73,73,83,79,75,63,42,33,7,6,76,77
27,173,66,75,71,72,77,80,69,56,41,52,13,6,76,76
24,184,83,65,45,72,67,68,76,65,31,30,8,7,72,75
27,184,80,73,73,64,61,62,85,84,60,63,14,11,77,78
32,188,81,11,10,12,43,32,50,45,14,10,75,73,76,76
24,187,86,56,58,25,63,62,44,68,68,70,8,9,71,72
29,177,70,64,82,58,67,69,76,71,70,72,11,13,73,73
28,175,67,73,68,70,83,80,69,45,41,52,7,12,71,71
31,183,76,68,62,54,60,62,76,84,80,83,1,1,81,81
32,168,71,73,64,69,85,86,73,76,55,46,11,11,73,73
21,187,83,76,52,73,86,80,73,64,44,40,7,6,74,84
25,175,68,66,69,48,75,70,75,84,70,70,11,14,74,78
21,177,65,80,68,73,87,89,65,64,32,37,12,9,74,83
25,173,72,81,71,69,81,74,74,47,65,33,7,9,76,80
26,186,76,11,11,8,24,32,52,30,19,10,72,71,72,77
23,185,80,75,77,58,83,82,62,68,74,73,14,9,76,85
32,176,68,77,69,71,77,73,76,39,25,27,7,10,74,74
30,190,83,47,39,29,41,40,56,75,77,79,8,6,76,76
26,183,70,69,58,76,79,73,70,55,30,32,16,15,71,74
39,178,75,67,78,67,30,31,75,65,66,68,15,9,72,72
27,178,78,71,71,55,75,77,51,55,77,73,12,8,71,71
30,180,70,71,67,72,82,76,70,79,41,24,12,14,73,73
28,179,70,79,77,68,78,79,74,58,28,26,14,13,77,77
27,189,78,66,49,25,65,66,65,78,88,87,8,10,84,85
28,183,78,62,66,62,65,71,66,70,66,62,15,10,71,71
21,180,79,76,67,56,71,65,54,54,31,34,11,12,71,78
34,173,66,77,77,73,71,69,74,54,40,38,13,16,76,76
19,178,75,78,69,67,82,83,75,38,29,41,10,8,74,86
37,180,79,71,56,74,59,59,75,48,25,20,8,11,72,72
21,183,82,71,69,74,85,84,76,59,16,25,14,15,72,79
26,172,65,73,80,58,80,82,66,84,83,78,13,9,82,84
26,186,77,59,54,42,56,60,67,74,72,74,10,12,73,76
31,178,72,63,71,35,78,79,60,70,70,70,12,13,72,72
28,190,84,47,43,30,45,50,52,67,72,70,10,16,73,74
28,188,86,65,57,76,60,66,77,77,37,22,15,11,75,75
32,184,81,80,76,62,65,68,84,55,68,52,3,5,78,78
29,183,79,80,72,79,65,68,81,50,31,32,9,7,78,78
19,171,69,77,68,66,77,72,70,62,56,58,8,15,76,90
30,192,83,33,51,30,69,66,71,75,74,75,11,6,75,75
21,176,68,81,74,65,87,86,75,59,37,35,12,6,75,83
30,178,73,62,52,43,47,35,79,87,69,78,11,8,76,76
25,190,80,82,75,80,78,76,84,67,53,59,13,11,83,88
26,184,81,72,56,45,69,73,75,80,74,81,6,7,78,82
26,180,73,75,69,53,83,84,78,78,68,76,10,10,75,78
32,188,93,12,11,11,45,50,56,31,13,12,82,84,84,84
29,176,75,85,78,68,85,86,79,62,30,32,13,7,80,80
24,186,80,15,15,15,48,48,51,20,12,15,71,68,73,77
32,170,70,72,58,72,90,84,69,27,28,23,10,8,74,74
31,186,82,59,28,72,79,80,66,45,28,14,13,11,71,71
29,195,90,11,12,12,51,47,55,40,20,13,85,82,86,88
24,193,85,45,27,29,51,53,42,65,71,70,8,10,71,75
24,164,64,83,66,72,93,87,76,55,28,41,7,10,79,84
31,190,79,88,82,81,72,69,88,58,53,32,13,13,84,84
26,190,81,64,69,45,57,74,62,70,74,74,10,5,73,78
32,189,86,71,72,56,60,65,80,84,89,87,6,10,87,87
20,170,66,75,69,47,71,66,61,68,78,75,14,11,75,83
26,175,65,78,77,70,74,73,83,38,36,36,10,10,75,77
24,180,72,72,50,81,70,73,84,54,53,16,6,11,79,85
23,167,66,79,78,63,88,87,72,76,67,76,14,6,77,84
22,175,70,65,66,38,86,82,60,85,70,73,6,10,75,82
29,176,77,67,74,59,75,74,64,73,72,70,11,10,72,72
26,174,71,86,72,73,68,67,79,44,68,72,11,6,81,84
32,183,77,58,49,35,63,65,56,69,74,71,14,10,72,72
31,180,69,87,86,76,85,84,83,73,41,55,10,7,86,86
25,182,78,63,54,52,67,64,67,75,66,71,11,11,70,75
29,184,79,72,58,77,68,74,72,67,27,23,12,10,74,74
24,183,79,62,65,40,69,71,68,81,69,72,11,7,70,74
25,180,80,16,12,14,47,44,47,26,21,14,71,66,71,76
21,193,90,21,13,10,26,26,51,24,15,15,73,63,72,82
34,186,81,41,50,34,61,51,72,51,71,78,9,11,72,72
30,192,87,13,14,12,41,40,51,25,16,18,79,71,79,79
24,173,64,92,85,78,85,78,74,69,49,59,9,10,87,90
30,190,89,59,33,76,41,38,80,87,37,35,10,9,72,72
20,179,78,81,66,78,92,90,75,60,27,22,7,9,76,85
22,175,73,76,68,52,75,68,67,70,69,54,8,7,72,78
25,188,70,67,67,27,69,73,67,74,72,79,8,14,75,79
25,177,77,73,87,43,79,82,81,72,69,72,15,12,77,80
23,189,80,58,62,31,73,77,55,88,79,81,7,8,82,87
28,185,80,64,49,76,54,60,74,54,54,25,8,8,72,72
20,181,71,76,71,64,80,78,80,78,71,74,9,15,76,85
30,183,70,80,49,76,86,82,73,78,17,45,9,11,77,77
22,192,78,79,48,77,74,76,75,72,27,31,13,9,76,82
24,183,77,64,61,40,53,53,59,70,65,71,14,15,70,78
27,177,65,75,72,63,82,82,78,74,73,67,9,15,75,76
23,183,78,82,67,70,84,83,78,68,34,22,15,16,75,80
25,178,70,81,74,67,77,75,80,71,37,48,9,15,74,75
24,184,76,64,65,47,78,83,77,76,72,71,16,13,73,76
31,180,80,66,61,75,64,66,84,78,38,35,15,10,74,74
24,183,72,71,51,74,73,69,71,50,53,18,8,13,73,80
23,170,58,78,69,71,84,91,62,48,43,41,13,13,75,81
32,183,76,68,78,44,68,71,61,74,69,75,6,8,75,75
28,184,69,72,77,69,64,66,68,46,43,48,12,9,75,75
28,177,68,77,64,74,77,79,76,81,69,75,6,12,76,77
30,170,69,78,81,65,69,67,71,69,50,52,12,16,78,78
27,176,63,76,67,70,77,76,70,64,41,27,9,15,73,73
29,187,82,19,14,11,47,51,53,32,15,18,82,80,82,83
19,174,78,68,52,67,94,92,68,33,30,19,9,8,70,84
27,187,83,78,68,52,37,46,69,78,80,80,6,6,83,85
25,183,74,77,68,68,72,72,77,68,31,39,9,8,70,73
20,171,66,81,71,70,90,87,77,63,47,32,5,6,75,86
28,188,74,70,71,67,68,72,67,59,67,67,6,9,72,72
29,182,82,73,56,71,75,71,76,64,19,23,16,6,73,73
32,176,70,74,81,56,73,76,87,75,72,81,10,7,80,80
23,173,68,83,74,63,75,61,60,80,71,66,8,12,78,82
38,175,66,71,76,68,39,39,74,65,61,60,14,13,72,72
22,180,67,71,72,70,82,79,73,31,22,49,9,15,73,82
29,185,78,57,59,46,55,66,70,73,70,72,15,8,73,73
26,183,78,64,46,74,75,77,68,60,31,22,7,6,71,73
33,178,63,80,74,50,55,55,77,83,80,78,14,12,82,82
32,173,79,72,75,73,80,77,68,72,23,23,13,11,75,75
24,178,76,63,39,70,73,74,71,55,45,22,11,6,70,75
23,181,81,73,63,72,72,76,78,69,58,63,13,9,71,76
27,180,69,65,62,49,74,76,50,70,70,73,10,15,73,73
24,189,79,81,75,76,84,78,79,80,72,74,13,8,84,88
26,165,60,90,75,60,69,61,56,89,78,82,12,12,86,89
28,186,78,11,13,11,44,40,59,23,17,11,82,78,82,85
30,179,70,70,69,71,80,75,66,62,36,39,14,11,71,71
21,186,78,50,32,24,67,69,45,65,73,75,8,14,72,81
24,194,84,71,40,80,74,78,79,82,52,39,12,11,78,83
28,175,69,85,69,70,79,76,78,74,76,78,16,6,84,84
32,190,85,50,66,25,54,49,85,70,73,75,15,12,73,73
30,177,77,84,78,85,80,80,76,57,31,22,8,14,83,83
22,183,76,76,68,70,76,73,64,59,32,37,7,5,72,79
25,168,65,80,62,78,94,94,79,66,42,62,14,9,77,82
21,183,77,71,65,66,71,68,83,60,60,66,9,9,71,80
30,180,77,75,67,76,76,78,76,60,19,29,13,16,75,75
27,183,78,61,55,46,60,63,68,76,70,72,15,15,72,72
28,187,77,64,70,71,82,82,74,66,34,39,13,15,71,71
22,185,72,75,56,52,72,62,60,62,73,68,11,7,72,79
23,178,75,75,63,67,90,89,67,64,48,44,15,6,72,80
26,183,79,77,79,58,77,82,76,66,73,73,10,8,76,78
25,186,77,17,20,17,48,46,48,16,17,18,67,70,70,75
24,173,74,87,80,70,95,95,72,60,54,46,12,9,82,86
26,170,66,87,73,76,83,77,66,66,58,55,10,5,82,83
31,172,72,80,81,68,75,68,77,71,65,64,15,9,77,77
34,175,71,43,51,36,61,65,64,55,72,74,11,16,72,72
28,173,70,76,69,60,86,71,76,72,69,74,15,5,75,75
31,185,83,73,50,76,65,69,75,72,34,19,5,8,74,74
22,177,69,80,66,80,83,80,76,47,36,24,14,6,76,83
25,178,65,68,69,48,77,75,69,65,70,68,7,14,70,75
22,181,76,88,67,59,84,76,80,81,68,74,8,10,81,89
23,183,75,75,75,59,79,77,68,68,65,67,8,12,72,80
31,186,78,47,36,29,35,52,54,80,67,71,6,7,73,73
29,184,74,72,76,79,66,73,77,66,65,57,8,8,77,77
33,181,80,62,65,55,52,52,65,77,77,84,6,7,80,80
22,178,66,72,55,76,87,86,79,74,33,42,16,13,74,81
22,174,72,79,70,65,79,77,80,56,24,42,15,8,72,82
24,195,87,14,20,12,24,32,53,20,13,14,75,66,72,77
23,188,80,83,68,82,68,76,78,84,70,70,7,6,84,89
28,174,74,74,74,59,74,73,79,79,67,74,8,11,77,77
21,178,79,86,77,75,93,90,79,58,45,27,12,13,82,88
31,190,80,51,29,27,42,47,57,86,79,79,10,14,80,80
29,177,74,73,70,73,72,73,77,55,45,18,8,8,73,73
35,188,76,17,19,25,30,30,62,73,75,70,8,6,70,70
23,183,72,72,67,46,72,74,60,70,70,74,7,12,73,78
29,176,72,68,81,56,69,74,81,75,80,78,9,15,79,79
29,185,76,43,36,41,57,48,47,79,75,72,9,9,73,73
34,193,92,12,12,10,51,55,52,25,25,10,88,85,88,88
24,173,71,76,68,60,76,81,70,38,47,42,15,10,73,79
33,182,78,74,62,72,75,60,69,45,50,28,6,6,72,72
33,191,77,72,69,65,62,60,69,63,64,72,5,13,74,74
30,178,82,60,56,37,61,68,46,84,70,72,8,16,72,72
24,192,86,73,69,67,66,73,70,73,79,79,11,13,79,85
28,179,75,70,75,54,73,76,72,70,70,73,15,6,73,73
32,188,80,70,64,66,39,49,80,73,47,74,9,13,75,75
19,168,71,73,65,66,72,70,64,40,23,12,14,6,70,84
26,184,83,21,18,19,49,47,64,23,25,22,74,69,73,78
22,195,90,13,11,6,17,16,53,23,15,14,71,68,70,77
33,190,88,39,30,42,32,32,67,77,74,75,16,6,73,73
25,184,82,80,70,60,68,71,81,86,82,82,14,8,81,86
24,185,79,45,36,34,65,55,68,81,74,76,15,7,76,79
25,171,70,78,60,71,90,91,70,65,31,36,15,12,71,74
28,190,82,48,47,22,36,34,40,78,68,73,11,11,72,74
27,195,81,63,44,73,68,76,69,68,49,47,12,11,71,72
25,184,83,61,67,22,66,65,25,67,71,73,14,6,71,76
28,175,72,75,70,71,81,77,67,52,45,68,9,13,75,75
35,180,72,68,74,45,52,54,54,75,86,83,10,12,80,80
22,191,80,52,44,27,66,62,46,69,72,75,11,13,73,81
23,194,90,68,69,73,67,77,77,72,39,21,15,12,73,79
29,191,89,21,11,13,51,53,46,16,12,14,77,67,75,77
26,185,80,74,69,65,56,57,76,45,64,66,10,16,73,75
28,170,58,72,73,41,83,82,75,62,64,70,13,12,71,71
27,188,87,73,66,65,64,70,84,75,40,64,8,12,73,74
27,170,65,77,74,71,86,85,76,67,48,32,16,13,76,76
27,183,83,59,37,25,53,39,60,87,76,79,12,14,76,78
24,173,71,61,38,76,88,81,70,51,20,25,7,14,71,78
34,184,75,75,70,70,66,62,87,80,78,80,13,9,81,81
20,188,72,64,40,73,66,63,68,52,15,19,14,10,70,86
26,188,81,22,7,11,42,44,57,25,12,16,75,72,74,77
23,184,76,87,72,82,88,89,84,58,34,39,9,8,83,88
34,173,75,68,63,81,72,71,78,66,51,29,12,13,77,77
21,187,71,66,62,32,63,65,36,63,72,75,11,15,70,80
20,188,73,50,29,30,61,60,59,72,70,74,7,5,72,83
28,190,85,40,35,35,42,62,48,76,65,72,11,8,73,74
28,170,68,74,68,67,73,68,71,30,29,22,5,14,74,74
23,174,74,69,58,42,70,64,74,69,65,71,10,9,72,79
27,176,69,74,71,66,89,91,65,71,53,54,7,15,75,75
25,189,78,50,33,30,70,67,49,58,72,79,11,13,72,73
23,175,69,81,73,78,85,84,76,58,38,27,9,12,79,84
32,182,75,61,73,42,68,73,72,76,78,72,13,13,74,74
23,183,74,70,72,55,61,64,75,70,72,71,13,11,71,75
22,176,70,73,79,30,78,74,62,78,78,78,8,14,77,87
29,182,74,56,49,37,53,68,53,65,66,72,12,12,70,71
31,190,81,18,18,13,27,29,56,22,13,14,76,73,75,75
23,168,69,82,72,70,93,92,76,38,30,36,7,13,75,81
32,179,74,72,79,48,68,65,75,68,71,71,10,13,72,72
30,188,81,47,41,28,34,36,64,79,71,72,9,12,73,73
23,182,80,64,43,40,60,68,61,76,75,73,8,15,74,81
27,178,71,68,68,38,77,82,67,73,65,72,10,13,72,73
19,185,80,71,47,49,69,74,67,72,69,71,9,8,70,84
22,168,66,82,74,69,93,87,73,58,42,42,10,13,77,86
21,180,73,79,77,67,86,72,72,64,49,72,12,9,76,83
29,175,67,73,74,64,63,65,74,71,56,71,15,11,76,76
21,177,61,66,64,28,92,84,47,43,62,69,11,6,70,84
24,176,62,72,65,68,87,88,68,55,23,22,12,6,71,77
22,182,70,75,61,66,74,73,64,54,40,45,9,7,70,78
26,176,68,76,71,50,78,85,68,67,65,71,9,10,72,74
27,176,74,82,86,72,70,67,84,79,74,78,14,12,85,85
24,182,76,76,67,64,90,81,67,51,43,40,7,8,72,75
33,173,78,75,66,63,66,61,75,73,54,56,10,6,73,73
27,186,82,71,55,73,64,74,76,75,27,40,8,7,73,73
32,168,65,74,71,70,81,79,75,61,18,18,7,11,73,73
26,179,68,75,74,64,80,82,58,49,70,68,15,7,75,78
30,193,84,14,18,13,48,51,39,18,12,15,73,71,72,72
35,176,78,74,73,52,51,37,68,75,72,74,7,9,77,77
30,189,79,48,30,30,33,33,60,74,78,76,8,12,71,71
27,169,64,72,61,60,78,67,76,71,60,56,9,14,70,71
23,179,65,73,68,60,92,92,65,35,37,33,16,12,70,76
22,179,73,58,38,42,79,88,64,85,71,68,11,11,71,83
30,163,63,81,78,76,87,81,63,55,52,35,10,8,78,78
25,178,70,71,71,64,77,76,64,56,45,47,12,14,71,74
34,191,84,25,23,10,38,36,50,38,17,22,72,67,71,71
23,184,73,78,78,72,81,84,78,72,72,67,12,6,76,81
29,173,66,78,66,70,86,83,70,40,55,27,6,7,72,72
35,174,71,75,74,73,87,74,74,42,17,28,8,15,78,78
29,174,66,76,60,50,74,72,80,85,84,90,8,6,83,83
26,187,81,16,15,15,46,47,55,27,23,14,73,68,73,78
26,171,65,76,78,59,84,86,80,83,67,73,10,14,76,77
30,184,80,75,37,83,66,66,78,64,30,32,6,15,78,78
21,185,74,73,74,30,75,78,57,72,73,79,10,7,77,85
29,172,68,74,50,50,83,77,48,68,66,70,7,14,74,74
24,183,75,75,65,58,68,66,70,68,64,69,12,6,75,81
25,175,71,79,72,70,80,83,72,55,69,62,15,15,77,81
24,180,70,72,70,66,71,66,75,74,67,69,7,10,75,79
27,187,80,52,29,25,56,60,54,80,73,73,10,15,73,75
21,185,80,74,64,68,62,64,68,48,45,46,8,13,70,83
28,187,82,75,52,77,78,85,77,90,50,45,8,9,79,79
29,163,58,79,69,66,91,87,67,33,30,15,8,13,74,74
36,176,73,52,58,49,52,57,69,75,69,69,8,15,71,71
32,186,76,76,68,80,69,69,77,81,45,49,16,14,79,79
34,188,79,15,12,11,42,43,57,37,13,15,76,72,75,75
26,189,88,81,61,70,71,65,82,48,49,51,12,11,75,78
28,175,75,71,77,60,76,79,66,87,76,74,6,9,76,76
25,183,80,74,66,54,66,67,77,71,69,70,8,10,72,72
22,198,82,18,18,17,34,36,50,23,13,14,69,69,70,76
34,187,90,64,71,25,49,52,70,75,74,77,12,6,75,75
24,174,73,72,69,57,65,67,67,68,65,69,14,7,73,78
21,189,82,69,49,48,65,68,79,81,72,76,14,14,75,81
30,186,87,70,72,32,65,67,51,84,73,74,16,15,73,73
26,176,75,80,63,63,78,81,69,67,68,80,15,10,73,74
28,177,73,80,70,63,75,64,68,48,27,30,14,8,73,73
22,187,72,84,70,52,68,72,65,78,74,72,8,7,79,89
31,176,67,86,80,88,80,76,79,63,39,21,12,16,85,85
30,178,73,79,60,79,78,77,80,71,55,33,9,8,77,77
26,183,83,72,67,57,52,55,79,70,69,68,11,11,74,76
26,179,70,81,68,67,73,74,77,47,29,42,14,12,75,76
26,189,80,66,33,73,53,65,76,63,35,22,7,10,72,75
31,188,83,16,21,20,57,54,54,41,24,17,70,73,71,71
25,187,82,81,68,67,66,60,86,87,75,77,12,8,80,82
22,181,80,75,69,55,87,86,59,71,56,64,9,12,71,81
29,183,75,48,51,22,70,71,65,89,76,78,8,13,78,78
32,185,82,74,60,79,76,72,77,59,35,24,9,10,77,77
28,182,72,74,75,68,79,82,78,75,45,58,8,14,75,75
21,175,67,78,72,64,75,72,76,54,54,52,13,11,72,82
23,192,84,58,66,28,48,49,56,71,76,75,8,5,71,75
19,190,74,74,51,75,79,77,77,41,27,23,7,6,74,83
29,179,70,71,72,48,77,77,67,72,73,74,6,11,75,75
30,188,86,77,65,85,71,75,83,93,58,39,11,13,83,83
22,180,80,10,13,7,31,25,59,22,16,13,77,62,72,79
26,191,84,71,48,72,48,52,74,58,45,20,13,8,72,75
32,182,79,20,14,10,40,42,49,19,20,15,73,68,73,73
24,193,78,14,18,18,41,46,56,20,20,18,84,78,82,87
31,182,72,73,67,72,85,91,75,69,55,26,6,6,73,73
30,188,82,63,58,82,56,61,79,60,46,44,11,7,78,78
28,174,73,77,71,59,92,93,73,69,66,67,12,15,74,74
24,195,83,16,11,17,48,49,43,27,14,9,79,67,72,77
25,183,77,73,65,67,67,68,82,62,24,23,13,15,70,74
33,167,69,71,77,63,68,61,65,41,22,46,10,12,72,72
27,182,78,16,10,14,50,54,49,27,21,17,81,75,77,80
23,181,83,65,66,37,91,87,66,66,64,66,6,10,70,74
25,172,66,77,70,69,77,80,79,70,58,63,12,9,74,79
24,190,77,62,49,59,65,55,67,66,73,74,13,14,74,81
31,173,70,88,70,93,82,78,89,65,30,29,13,15,89,89
29,181,78,58,58,39,62,61,62,80,74,72,16,7,71,71
27,181,76,88,72,85,78,77,81,73,60,64,8,11,86,87
28,186,86,74,62,67,74,78,78,28,12,15,7,8,71,71
27,186,78,70,65,58,74,73,71,38,54,48,12,10,70,71
22,180,70,73,65,68,76,72,71,75,35,43,15,15,70,78
35,177,73,43,75,46,76,59,65,72,72,63,7,8,71,71
26,188,78,73,70,49,76,87,60,69,66,73,11,15,71,74
23,187,78,72,52,78,67,67,75,58,12,17,9,7,72,77
33,175,64,65,76,43,68,69,59,69,66,73,11,12,71,71
36,180,79,67,66,41,66,69,73,83,79,77,8,12,78,78
23,178,71,78,78,71,75,72,79,76,67,65,15,14,77,82
29,183,86,60,67,46,71,68,60,78,64,81,9,6,76,76
23,188,88,11,13,12,52,52,45,30,16,12,72,70,70,78
25,171,70,77,71,68,91,89,70,59,34,30,9,12,73,75
28,180,73,72,70,64,71,67,70,73,58,67,7,6,71,71
27,188,87,41,30,21,63,67,82,79,68,71,6,12,72,74
26,180,82,64,59,58,70,66,72,77,70,74,15,15,72,77
31,183,86,57,74,53,68,67,77,85,77,74,12,14,74,74
20,179,69,80,62,68,84,79,68,54,23,36,13,10,74,85
26,184,83,51,41,37,52,52,89,87,67,69,13,7,72,77
24,175,70,60,60,52,69,71,76,67,64,73,13,5,71,78
27,176,80,64,66,61,63,64,70,86,66,72,10,10,72,74
30,179,77,67,49,47,67,67,62,72,69,77,6,9,72,72
25,187,80,71,50,63,75,70,73,75,78,76,13,7,74,78
31,182,73,60,74,42,72,66,72,81,73,69,16,16,71,71
24,189,88,72,75,66,59,73,85,75,77,79,14,8,78,84
28,181,78,70,69,61,68,60,80,70,57,60,15,8,71,71
30,183,80,57,61,33,41,49,69,60,71,73,6,12,71,71
35,188,88,11,15,12,46,40,59,29,11,16,72,69,71,71
28,187,89,69,30,22,69,73,55,87,91,90,7,11,89,91
30,190,80,19,12,10,49,44,61,26,19,15,77,80,80,81
32,178,65,71,69,64,75,77,65,64,31,34,16,10,72,72
29,190,85,25,10,17,30,26,42,19,13,15,76,67,71,73
26,180,72,74,71,67,89,81,60,67,68,69,15,16,73,74
31,185,80,64,50,72,62,65,72,56,32,21,14,12,72,72
30,186,80,67,69,48,63,60,59,72,68,71,8,13,71,71
30,178,76,59,43,39,71,75,57,80,70,78,10,10,72,72
28,185,81,46,33,30,37,42,41,79,70,65,9,15,70,71
27,177,75,79,66,66,76,75,58,62,35,42,7,8,72,72
25,194,84,64,38,43,66,70,70,81,72,77,10,14,76,81
34,184,75,72,67,73,72,74,70,69,37,17,11,16,72,72
31,188,76,71,61,68,75,77,71,43,21,45,13,13,71,71
24,175,74,74,69,62,92,90,69,40,42,18,8,8,72,76
29,187,84,48,56,48,52,50,74,75,67,73,12,8,72,72
28,173,72,71,73,66,64,55,71,75,72,72,11,8,76,76
26,184,82,61,66,54,63,74,58,79,69,71,15,11,74,79
24,188,77,87,74,77,82,86,78,48,39,37,11,10,80,85
27,176,71,76,73,75,71,76,69,42,58,36,16,13,73,73
25,171,64,76,64,65,71,71,72,71,36,53,16,11,73,77
31,183,75,16,20,20,56,43,53,45,20,19,69,69,71,71
38,182,78,76,54,83,60,61,82,82,58,44,14,10,82,82
30,167,68,80,61,71,79,76,73,42,24,55,9,6,74,74
22,183,74,78,62,63,74,67,70,60,66,64,6,11,78,87
26,186,81,72,69,71,90,91,79,69,21,25,6,11,73,74
30,186,76,63,64,32,65,68,54,69,80,77,10,10,78,78
32,175,71,72,70,31,75,66,67,65,64,76,8,11,71,71
27,183,78,62,35,19,69,67,56,81,83,84,12,6,81,83
25,185,83,57,45,35,48,62,50,76,77,73,7,9,75,77
27,178,70,72,70,58,70,71,67,64,65,66,10,10,70,71
32,178,73,72,63,60,77,77,71,75,65,61,11,12,72,72
23,182,76,85,82,78,83,80,86,45,40,42,13,9,83,87
28,178,68,80,71,68,74,75,77,46,55,53,13,8,74,74
23,182,74,53,66,28,71,74,73,68,70,74,10,10,70,79
30,187,88,65,30,72,61,49,72,48,28,23,9,15,72,72
26,175,68,74,63,65,91,90,68,78,32,21,13,11,71,72
25,180,76,73,50,79,81,83,85,84,41,40,12,14,79,82
26,173,67,74,75,33,72,75,43,67,73,77,9,11,75,76
29,183,70,79,81,51,87,94,86,78,78,84,12,6,84,84
25,182,75,82,69,65,74,78,65,70,81,79,10,8,79,86
30,187,88,52,37,40,45,58,73,65,74,73,8,16,72,72
31,170,69,76,77,63,83,88,83,81,69,72,15,8,77,77
24,182,75,63,67,35,69,69,71,68,69,73,10,14,71,74
25,188,83,70,62,76,50,58,85,81,11,34,13,10,76,77
23,191,82,57,62,35,76,77,69,74,65,72,8,11,71,76
23,196,96,66,52,69,61,68,80,71,28,21,9,6,71,78
27,190,86,64,28,76,63,67,70,71,19,17,10,9,73,73
41,192,92,26,13,15,37,30,56,38,13,11,78,77,83,83
21,179,72,77,72,64,75,72,81,58,36,47,15,7,74,83
31,185,85,89,65,64,72,73,79,79,75,80,16,14,81,81
24,180,77,79,76,66,77,77,74,55,63,55,9,11,75,78
21,172,69,77,61,64,87,80,74,42,28,29,14,13,72,80
27,179,77,76,81,69,75,69,78,58,63,68,12,8,76,76
27,170,65,82,81,71,78,87,75,63,72,78,7,11,79,79
22,173,63,85,65,74,89,86,74,62,41,52,6,7,76,85
23,169,64,77,67,66,85,87,72,67,57,65,15,14,74,82
27,188,83,76,55,60,62,68,74,83,83,84,9,7,83,83
25,172,67,73,66,70,89,89,74,50,59,44,13,14,70,73
23,178,62,70,70,51,75,76,58,62,64,68,6,11,70,79
21,172,67,69,70,58,68,66,68,55,40,45,13,9,71,80
23,180,74,80,65,78,82,78,74,33,25,18,6,14,76,84
21,184,77,70,63,63,74,82,69,58,64,66,15,7,70,79
28,184,81,61,48,42,56,70,60,73,65,70,6,8,71,71
20,191,80,35,22,35,65,59,81,59,73,74,7,5,72,83
30,186,81,58,43,39,63,67,73,82,83,83,13,7,80,80
31,184,79,66,64,73,64,65,68,58,52,37,7,10,71,71
22,172,65,82,68,68,88,83,70,64,28,54,8,6,75,84
24,184,77,78,62,60,74,71,79,76,65,72,9,8,75,82
30,187,86,70,64,78,59,35,78,73,21,19,14,10,74,74
30,192,86,14,12,15,49,61,51,29,22,22,75,74,75,75
21,188,88,54,49,32,60,64,50,78,67,70,6,9,72,81
26,180,72,69,72,48,88,85,45,65,70,75,13,11,75,78
22,180,72,78,72,65,79,86,70,75,70,77,9,12,77,83
